Concepts in Axiom
2
2
4
2
4
2
2
2
2
2
4
2
2
2
4
2
2
2
4
2
2
2
2
2
4
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
4
4
2
2
4
2
4
2
2
2
2
4
2
2
2
2
2
2
4
2
4
2
2
4
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
1
2
2
2
2
2
4
4
2
2
2
1
4
2
2
4
2
4
2
2
2
2
2
4
2
2
2
2
2
2
4
2
2
2
2
4
2
2
2
4
4
4
2
2
4
4
2
3
4
2
2
2
2
2
2
2
2
2
2
4
2
2
4
2
2
2
2
4
2
2
2
2
2
2
4
2
2
4
4
2
4
2
2
4
2
1
2
2
2
2
4
2
2
4
2
4
2
2
2
2
4
2
2
4
2
2
4
4
4
4
4
4
2
4
4
2
4
4
2
2
2
4
2
2
2
2
2
4
2
2
4
2
2
2
2
2
2
4
2
2
2
2
2
2
4
2
2
2
2
2
2
4
2
2
4
2
2
4
2
2
2
4
2
2
2
4
2
4
2
2
2
5
4
2
2
2
2
3
4
4
2
2
2
2
5
2
2
4
4
4
4
4
2
2
4
2
4
2
2
2
4
2
4
1
2
2
2
4
2
2
3
2
2
2
2
2
4
2
2
4
4
2
2
2
4
4
2
2
4
2
4
4
4
2
2
2
2
4
2
4
4
2
2
2
2
2
2
2
4
2
4
2
4
2
4
4
2
4
2
2
2
2
4
2
2
2
2
4
4
2
2
2
4
2
4
2
4
4
2
2
4
4
2
2
4
2
2
4
4
2
4
2
4
2
2
4
4
2
4
2
2
2
4
2
2
4
2
2
2
2
4
2
4
2
2
2
4
2
2
4
2
2
2
4
2
2
5
2
4
4
2
2
2
2
4
4
2
2
2
2
4
2
1
2
2
2
4
2
2
2
2
2
2
2
2
2
4
2
2
2
4
2
2
2
2
2
4
4
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
4
4
2
2
4
4
2
2
2
2
2
2
2
2
4
2
2
2
2
2
2
2
4
2
2
4
2
4
1
2
2
2
4
4
2
4
2
4
4
2
2
2
4
2
2
2
2
2
2
2
4
2
4
2
2
4
2
2
2
4
2
2
2
2
2
2
2
4
2
2
2
4
4
2
2
4
2
2
2
2
2
2
2
2
4
4
2
2
2
2
4
2
2
2
2
4
2
2
4
4
4
2
2
2
2
2
2
2
2
2
4
2
2
2
4
4
4
2
4
2
4
2
2
4
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
4
2
2
2
2
4
4
4
2
4
2
2
4
4
2
2
2
2
2
4
2
4
4
4
2
1
